1920px width 1080px height,00 hr 00 min 7 sec 222 ms,13746kb/s,video,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,24
1920px width 1080px height,00 hr 00 min 7 sec 222 ms,13746kb/s,video,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,24
